Código;Produto;Valor Unitário
16021309;FITA DEMARC SOLO ADES PT VIN 50MM 30M;41,8
16021311;FITA DEMARC SOLO ADES VD PVC 50MM 30M;41,8
16021312;FITA DEMARC PISO ADES AM PVC 50MM 30M;41,8
16021313;FITA DEMARC PISO ADES AZ PVC 50MM 30M;41,8
16021314;FITA DEMARC PISO ADES BR VIN 50MM 30M;0
16021315;FITA DEMARC PISO ADES VM PVC 50MM 30M;41,8
16021507;MOCHILA REF PES PT C/LOGO PERENCO;191,5
16021508;MOCHILA REF PES AZ C/LOGO PERENCO;203,5
16021521;MOCHILA REF PES CZ C/LOGO PERENCO;220,8
16021766;CADEIRA ESCR MARELLI MOVEIS/VEGAS1005I;4095
16021775;MESA P/ESCR MDP BP S/GAV PANDIN/MX90CZ;710
16021776;MESA P/ESCR MDP PINT CZ PANDIN/MX120CZ;622
16021777;MESA P/ESCR MDP PINT CZ PANDIN/MX150CZ;730
16021922;ESTACAO TRAB MDP BR 56432028CINZABRANCO;0
16023218;QUADRO AVISO RETANG 450X600MM AL;0
16023293;ADAPTADOR PLAST ADAPTADORT10/20A110/220V;28
16023476;FITA DEMARC SOLO ADES AM PVC 48MM 30M;19
16023477;FITA DEMARC SOLO ADES AZ PVC 48MM 30M;19
16023478;FITA DEMARC SOLO ADES BR PVC 48MM 30M;19
16023479;FITA DEMARC SOLO ADES VM PVC 48MM 30M;20,9
16023480;FITA DEMARC SOLO ADES VD PVC 48MM 30M;0
16023481;FITA DEMARC SOLO ADES PT PVC 48MM 30M;28,9
16023483;CHAVEIRO P/CLAVIC EMB 50 UNID WALEU/283;45,1
16023485;ADAPTADOR PLAST ADAPTADORT10/20A110/220V;28
16024362;PASTA FICH PVC CRIST LOMB 22MM 310X235MM;102
16024363;ENVELOPE PLAST P/PAST CATALOG OFIC;214,2
16024364;SUPORTE P/PAST CATALOG INOX 28,50X2,30CM;39,8
16024365;CAPA P/ENCAD PLAST 210X297MM CRIST UNID;0,99
16024366;ENCADERNADORA MAN P/ESP S/ LASSANE/03383;0
16024499;JOGO DOMINO OSSO 4,70X2,40CM MARF;115,23
16024504;CARTAO MEMO S/ SANDISK/SDSDXXY064GGN4IN;216,9
16024508;PECA CJ P/JOG PCSXADREZMADEIRAREI12CMPRO;364,64
16024746;CABIDE P/VESTUARIO INOX NAT INOX NAT S/;0
16025134;BARALHO 110 CART PLAST CONVEC EMB 2 UNID;79,38
16025135;PECA CJ P/JOG DAMA 24 PC BOTICELLI/D115;72,62
16025145;CANETA ESFEROGRAF FINA PT CIL PRAT UNID;32,4
16025152;PRATELEIRA MAD PT 120MM 400MM 110MM;199
16025480;QUADRO BR MAGN 75X120CM C/CAVAL S/RODIZ;1469,8
16025576;ETIQUETA AUTOAD VIN RETANG 300X50MM AM;0,9
16025577;ETIQUETA AUTOAD VIN RETANG 300X50MM AZ;0,9
16025578;ETIQUETA AUTOAD VIN RETANG 300X50MM RS;0,9
16025579;ETIQUETA AUTOAD VIN RETANG 50X300MM LJ;0,9
16025580;ETIQUETA AUTOAD VIN RETANG 300X50MM VM;0,9
16025581;ETIQUETA AUTOAD VIN RETANG 300X50MM MR;0,9
16025582;PORTA-DOCUMENTO VERT PLASTITECNICA/22530;19,91
16025588;ETIQUETA AUTOAD VIN RETANG 300X50MM VD;0,9
16025604;PLASTICO P/PLAST POLAS 175UM 303X426MM;390
16025607;MESA P/ESCR MDP MET MOVEIS PRADO/PD80BPT;790
16025679;BARBANTE ALG 4FIOS TORC GROSS BR;50,6
16026000;CADEIRA ESCR ACOLCH PT PCTOP/SMART828;435
16026008;FECHADURA DI 71MM TECNOLITE/120100000025;670,97
16026340;FITA ADES P/ROT VIN BRADY/M7C2000595OR;1019,63
16026341;FITA ADES P/ETIQ VIN BR BRADY/B595;602,3
16026380;FITA ADES P/ROT VIN BRADY/M7C2000595YL;1109,3
16027209;MARCADOR PERMAN P/CD PT FINA 0,60MM UNID;13,52
16027398;IMPRESSORA/APLICADORA ETIQ BRADY/M210;1378,96
16027413;FITA ADES P/ETIQ POLIOL BRADY/M21187C342;463,92
16027414;FITA ADES P/ETIQ POLIOL BRADY/M21375C342;522,56
16027491;IMPRESSORA/APLICADORA ETIQ BRADY/M210KIT;2466,99
16027804;MAQUINA ELETR CORT ESTENC U-MARK/ST24;3418,8
16027985;SECADOR CAB 1500W 127V 200MM KENBY/83;403,53
16028139;DOBRADICA CANECO INOX 50X155MM CURV;0
16028140;RELOGIO PARED DIG 15X36CM VM PT C/LED VM;164,2
16028151;MOLA HIDR AER P/PORT 45KG SOPRANO/A302;125,35
16028158;FECHO MAGN SOBR LEROY MERLIN/89828256;25,5
16028170;FECHO ROLET AC GV LEROY MERLIN/89828221;37,23
16028769;FITA ADES P/ROT PLAST BROTHER/TZE251;118
16028770;MARCADOR PERMAN AZ CHANFR 2/4,50/8MM;59,5
16028771;MARCADOR PERMAN VM CHANFR 2/4,50/8MM;59,5
16028810;CADEIRA CABELEI FE ESP INJ/REV PT C/BRAC;3951
16028831;ARMARIO VERT AC S/PORT 46X133X70CM 4 GAV;0
16028833;ARMARIO P/ESCR VERT 1 PORT MOBLY/797105;0
16028834;ARMARIO P/ESCR VERT 2 PORT MOBLY/530857;1167,61
16028835;PRATELEIRA CJ C/6 UNID MAD NAT 800MM;0
16028898;QUADRO BR C/MOLD AL 60X40CM S/CAVAL;0
16028901;QUADRO BR C/MOLD AL 900X600MM S/CAVAL;178,5
16028983;EXPOSITOR FOFO SUPTORRE10PARESHALTERES;636
16028984;APARELHO ABD MOVEMENT/050101005300250969;7890
16029143;BALANCA ANTROPOMET DIG INBODY/INBODY970;0
16029157;BALCAO DIVERSOS/BANCADAMDF15MMPBARBEIRO;874
16029221;GRAMPEADOR ALIC 24/6-26/6 KANGARO/HP45;212,5
16029230;FITA ADES P/ROT PES BR/PT DYMO/43613;183,75
16029231;FITA ADES P/ROT PES BR/PT DYMO/45013;263,34
16029294;IMPRESSORA MULTIF 12W EPSON/C11CJ67303;0
16029304;REFIL CJ P/CART TINT KITGARRAFAEPSONT544;0
16029370;CADEIRA FIX PP S/ACOLCH S/BRAC PT 110KG;132,81
16029377;ARMARIO VERT MDF BR S/PORT 120X220X35CM;0
16029497;FITA ADES P/ETIQ POLIOL BRADY/M21125C342;0
16029560;CARRINHO P/GARRAF AGUA AL 111HR1040BW4;1655
16029561;BARRA PARAL A C 70CM;795
16029564;CORDA ELAST 1M 5MM DIVERSOS/WES09172940;429
16029565;PUXADOR ANAT/SUP CJ FE ROPE STORE/2512;2559,2
16029575;QUADRO BR MAGN 90X120CM S/CAVAL S/RODIZ;557,5
16029832;APOIO PUNH P/TECL GEL MULTILASER/AC033;85
16029850;MOUSE PAD TECID/PLAST MULTILASER/AC024;9999
16029870;CLIPE PONT TRIANG N 6/0 AC GV EMB 500G;29
16029871;PRENDEDOR PAP BINDER CLIP MET PT 15MM;0
16029872;CLIPE PONT TRIANG N 2/0 EMB 720 UNID;0
16029873;EXTRATOR GRAMP ESPAT INOX;16
16029874;CLIPE PONT ARRED 29MM EMB 100 UNID;28,5
16030237;APLICADOR FIT ADES MAN SPIRAL/T15210;92
16030239;TINTA P/CARIMB PT ASUPERRADEXPT3UNID40ML;6,2
16030256;SUPORTE ORGANIZ MESA LIVR ACRIMET/2925;0
16030448;BRINDE CX SOM PORT/GIFT CX PRES;0
16030449;BRINDE RELOG SMART ULTR GRAV TAMPOGRAFIA;0
16030450;UTENSILIO CJ P/CHURR MALET LUMINATI/S43;0
16030451;BRINDE BOLS/MOCH PERS PERENCO;0
16030701;CAMERA FOTO DIG PIXPRO WPZ2 AM KODAK;2300
16030777;PRANCHETA HORIZ MDF 350X460MM PREND PR;25,5
16030881;DESODORIZADOR AR KINLIMPAROMLAVANDA100ML;17
16031058;ESTRADO PLAST ESTRADOPLASTICO50X50X5CMBR;42,5
16031061;PALETE PLAST PEAD BR 2 ENTR SIMP VAZ;0
16031084;SUPORTE MULTIUSO P/EQUIP GINASTICA PT;0
16031085;SUPORTE MULTIUSO P/EQUIP GINASTICA BR;0
16031099;CARIMBO TXT S/ALM PLAST BR 38X14MM;0
16031285;ESCRIVANINHA AC/MDF 000000003600001564;0
16031293;IMPRESSORA 3D 100-240VCA CREALITY/K1MAX;7899
16032590;HALTERE CJ DUMBBELL PT WELLNESS/WK088;15200
16032710;RELOGIO PULS POLIM PT MORMAII/MO3691AB8P;0
16032711;RELOGIO PULS DIG PT MORMAII/MO3660AB8P;0
16032712;RELOGIO PULS DIG PT MORMAII/MO3660AC8A;0
16032713;RELOGIO PULS DIG PT MORMAII/MO3660AC8H;0
16032714;RELOGIO PULS DIG PT MORMAII/MO3660AC8R;0
16032715;RELOGIO PULS DIG PT MORMAII/MO3660AE8L;0
16032716;RELOGIO PULS POLIM MORMAII/MOAD1132AA8P;0
16032717;RELOGIO PULS POLIM MORMAII/MOAD1132AC8D;0
16032718;RELOGIO PULS POLIM MORMAII/MOAD1132AC8K;0
16032765;RELOGIO PULS MORMAII/MO3691AB8PBORDACZ;0
16032766;RELOGIO PULS POLIM MORMAII/MOAD1132AB8A;0
16032850;ETIQUETA AUTOAD VIN RETANG 50X300MM VM;0,7
16032851;ETIQUETA AUTOAD VIN RETANG 50X300MM BR;0,7
16032888;TESOURA 131MM TRAMONTINA/25901105;28,7
16033143;CADEIRA ESCR ACOLCH BORTOLINI/CNETMEGB2;0
16033179;QUADRO PT BR QUADCONTPTWPVM31200X920MM;2890
16033190;DISPLAY PAR PS 307X440MM 0,30MM;0
16033210;PLASTICO AUTOADES PVC INC 450MM ROLO 25M;0
16033221;PLASTICO AUTOADES PVC INC 450MM ROLO 25M;0
16033655;FITA ADES ACET BR 19MM 3M/HB004544811;19
16033722;RELOGIO MESA DIG 190X288MM HERWEG/6472;0
16033739;REFIL P/CARIMB PT NYKON CARIMBOS/302PT;0
16033914;CANETA ESFEROGRAF FINA AZ/PT/VD/VM CIL;16,9
16033942;ESTILETE RETR ESTR BR ABS INOX NT/A300RP;89,07
16000615;CILINDRO GAS ACETILENO -12 KG;0
16000616;CILINDRO GÁS ARGONIO -5 M3;3340
16000617;CILINDRO GÁS OXIGENIO -5 M3;0
16001510;DICLOROFLUORETANO R141B 13,6KG UN 1078;0
16001511;DESEMULSIFICANTE DISSOLVAN 6566 920L;30341,6
16001523;HIPOCLORITO DE SODIO - 1000L;7228,83
16003478;ERIFON CLS 25 FLUIDO HIDRAULICO TAM 208L;7492,28
16003600;RECUPERADOR MECANIC N/TELES PN RSL250025;0
16003754;ACIDO CITRICO ANIDRO - 5KG;320,43
16005237;ANTICORROSIVO CRC SP 350I AE 250;0
16005246;CRZ GALVANIZADOR A/FRIO SPRAY 300ML;59
16005247;PCF 1L FUNDO CONV FERRUGEM - TAPMATIC;0
16005253;REMOVEDOR FERRUGEM QUIMOX 5L - TAPMATIC;324,8
16005283;BELZONA 1221 - EPOXI P/ REPARACAO;1038,46
16005284;BELZONA 1212 - EPOXI P/ REPARACAO;3198,85
16005285;BELZONA 1511 - EPOXI P/ REPARACAO;5740
16006252;CLORETO DE POTASSIO KCL - 1TON;0
16006280;CILINDRO DE GAS - CH4;2400
16006304;ANTI ESPUMANTE BLUESIL 1100NP TANQ 1500L;0
16006390;GAS METANO P/TESTE E CALIBRACAO DETECTOR;0
16006391;SOLVENTE ELETRIC INDUSTRIAL 20L HL26E;4114,5
16006462;CILINDRO CH4/CALIBRA 2,5%VOL 50%LEL 110L;2141,39
16006571;DESENGRAXANTE BIODEG DR300 POWER 200L;2789,6
16006732;SOLVENTE P/LIMPEZA -200L;3960
16006733;REMOVEDOR PASTOSO ANJO -3,6KG;0
16006758;CATALISADOR EP76 WET SURFACE -3,6L;254,18
16006799;ACIDO CLORIDRICO 32% - 01 LITRO;0
16006801;PERSHY 327 - GARRAFA 5L;0
16006802;GAS FREON 134;0
16006803;GAS FREON 22 -13,62KG;0
16006804;GAS FREON 410 -11,35KG;0
16006805;GAS FREON INCEOM59 -13,62KG;0
16006806;GAS FREON MO-29 -11,35KG;0
16006807;HCFC 141B-3 -13,62KG;1720,88
16006808;ANTI-INCRUSTANTE AMEROYAL - 25L;32,32
16006809;IN. INCRUSTAÇÃO SCALETREAT 8353 920L;34960
16006810;CORR 21856A -1000L;0
16006811;INIBIDOR DE CORROSAO KI-30086 SCHLUMBERG;17503,89
16006812;PROGRAX A13 CSN -20L;0
16006813;ACIDO SULFAMICO SAF - 25KG;115,83
16006814;BACTIREP 50QT -200L;5060
16006819;NORUST SC38 IBC 1250KG;15830,39
16006820;ANTIFOAM PROCHINOR AM2772 BR IBC 800KG;86016,53
16006821;IN. CORROSAO GUARDIAN OG 256B 1000L;457000
16006916;BIOCIDA BIOMATE SAN9494 200L;17007,2
16007405;ACIDO CLORIDRICO 10% - 1 LITRO;0
16008240;PASTILHAS DE CLORO –20UNIDADES;250
16008242;HIDROXIDO DE SODIO 50% -25L;0
16008243;HIPOCLORITO DE SODIO -25L;0
16008268;BELZONA 1121 - 1KG EPOXI P/ REPARACAO;3522
16008915;OXIGENIO INDUSTRIAL;0
16008916;ACETILENO INDUSTRIAL;0
16008917;ARGONIO INDUSTRIAL;0
16009345;NITROGENIO INDUSTRIAL;1512
16010046;DESEMULSIFICANTE EMBR18243 200L;0
16010047;DESEMULSIFICANTE FLOW18020SP 200L;0
16010048;POLIELETROLITO CLAR17864 200L;0
16010049;DESEMULSIFICANTE BREAKPLUS OG 4073B 200L;0
16010240;DETERGENTE LIQ BIODEG CONCENTR 100%;0
16010244;CILINDRO GAS ACETILENO -12 KG;6525
16010245;CILINDRO GÁS ARGONIO -5 M3;4262,55
16010246;CILINDRO GÁS OXIGENIO -5 M3;0
16010656;DEOILER PROCHINOR FL3427 BR IBC 1300KG;48226,24
16010790;IN. CORROSAO GUARDIAN OG 297B 1000L;0
16010795;DETERGENTE LIMPEZA DE INJETORES TG´S;45,2
16011131;OLEO MINERAL ISOLANTE P/ TRAFOS (TAMBOR);3250
16011271;DESEMULSIFICANTE SPEEDFLOW OG 9121B 200L;0
16011499;REAGENTES ANALISADOR HC CLORO 25 TESTES;72,25
16011500;PADRÕES CALIBRACAO PARA ANALISADOR HI701;175,09
16011563;DESENGRAXANTE BIOD SEACLEAN PLUS 25LT;3936,75
16011565;DESENGRAXANTE BIOD SEACLEAN PLUS 210LT;22372,88
16013312;DESEMULSIFICANTE PROCHINOR GM129 900KG;343540,91
16013434;"MANGUEIRA QUIMICO 2"" 200PSI M/F CXE 15M";13672,69
16013435;"MANGUEIRA QUIMICO 1.5""200PSI M/F CXE 15M";0
16013436;"MANGUEIRA QUIMICO 2.5""200PSI M/F CXE 15M";0
16013554;PROPILENO GLICOL PURO - BOMBONA 5L;0
16014082;DESEMULSIFICANTE FLOTREAT 18584 200L;0
16014644;GAS REFRIGERANTE R404A CILINDRO 10.9KG;1136
16014657;DEMULSIFIER REP DJF 10VD IBC 1000 LITROS;0
16020204;ANEL D SERVA/7000010735;376,25
16020205;VEDACAO SERVA/P6030105;160,59
16021634;FOSFATO REAT PA EMB 25KG;0
16021638;REAGENTE PA EMB 200ML;0
16021639;REAGENTE P/CLOR LIVR EMB 300 UNID;0
16021640;ALCALINIZANTE P/TRAT AGUA;0
16021667;REAGENTE PA NITR;0
16021668;REAGENTE PA NITR EMB 100 UNID;0
16021745;POLIELETROLITO CATIONIC LIQ REPFLOC18P;10234
16023173;BIOCIDA LIQ AMB DREW MARINE/697940725L;6333,75
16024570;SOLUCAO AC P/LIMP TRATAM DREWCLEANRO23KG;2019,17
16024729;DESENGORDURANTE UNITOR/ENVIROCLEAN25L;22214,56
16025446;LIMPADOR SUPERF USO GERAL LIQ 9;660
16025447;DESINCRUSTANTE PO WILHELMSEN/571711;2520
16025448;SABONETE LIQ INODORO WILHELMSEN/778858;0
16025449;LIMPADOR SUPERF USO GERAL LIQ EMB 10L;0
16025450;LIMPADOR SUPERF ALC USO IND LIQ EMB 25L;1176,76
16025455;TESTE CJ AGUA PH/CLOR WILHELMSEN/778419;0
16025456;LIMPEZA CJ P/LIMP COZ WILHELMSEN/7788721;0
16025457;ESTACAO LIMP/DOSAG WILHELMSEN/778822;6100
16025458;LIMPADOR SUPERF USO GERAL LIQ 10 EMB 10L;0
16025459;DESENGRAXANTE ACID LIQ WILHELMSEN/571687;1355
16025460;LIMPADOR SUPERF USO GERAL LIQ EMB 25L;1291,75
16025461;SOLVENTE NAFTA HIDROT WILHELMSEN/604389;1398,31
16025462;COMPOSTO BIODEGR AGUA WILHELMSEN/765990;1165
16025463;DISPERSANTE EMB 25KG WILHELMSEN/571646;1893
16025464;DETERGENTE GEL VD WILHELMSEN/571752;0
16025465;SISTEMA LIMP PORAO EMBARCACAO 8 778955;0
16025466;LIMPADOR SUPERF USO GERAL LIQ 13 EMB 25L;1079,9
16025467;ANTICORROSIVO LIQ WILHELMSEN/571356;883,75
16025468;ANTICORROSIVO/ANTI-INCRUSTANTE PO 624916;2767,5
16025469;HIPOCLORITO CALC PA WILHELMSEN/766402;0
16025470;TESTE CJ PA FLUID WILHELMSEN/673154;0
16025471;TESTE CJ PA COMB BACT WILHELMSEN/764493;1550
16025472;TESTE CJ PA COMB OLEO WILHELMSEN/673150;0
16025473;TESTE ANALIS PH FIT WILHELMSEN/555698;410
16025474;TESTE ANALIS PH FIT WILHELMSEN/777068;621
16025475;AMOSTRAGEM CJ 3 FORM WILHELMSEN/767164;320
16025476;FRASCO CJ P/AMOST S/ WILHELMSEN/757252;1970
16025477;VISCOSIMETRO COMP 5ML WILHELMSEN/632489;0
16025478;OXIGENIO GAS 2,5 99,5PCT CIL 6,4M3;0
16025479;GAS CARB CIL 27KG;0
16025520;TESTE CJ PA COMB OLEO WILHELMSEN/507820;95382,16
16025521;MISTURA GAS ARG+CO2 WILHELMSEN/905681;0
16025559;GALAO RETANG INC PLAST 5L TAMP ROSC;0
16025560;PHMETRO DIG BAT 3V WILHELMSEN/607800;3914,9
16025599;DISPENSADOR P/SAB PC WILHELMSEN/778841;0
16025759;FRASCO PEAD C/ALCA NATURAL 200ML;0
16025764;FRASCO REAG PE INC 1000ML LABIMPORT/2535;0
16025846;INIBI LIQ INC 12 WILHEL/571315*NÃO USAR*;0
16025847;DESINCRUSTANTE FOSFAT WILHELMSEN/777706;29,8
16025848;TESTE CJ AGUA FOSFAT WILHELMSEN/555649;396
16025849;TESTE CJ AGUA PH/ALC WILHELMSEN/555664;291,35
16025850;TESTE CJ AGUA ALC/PH WILHELMSEN/555672;197,8
16025851;REAGENTE CJ PA PO UNID WILHELMSEN/568873;148,4
16025852;TESTE CJ AGUA HIDRAZ WILHELMSEN/555581;889
16025864;INIBIDOR LIQ INC 13-14 WILHELMSEN/571307;32,12
16025865;INIBIDOR LIQ INC 12 WILHELMSEN/774828;28,66
16025866;SOLUCAO P/TRAT CALD AM WILHELMSEN/698720;29,8
16025867;DETERGENTE LIQ EMB 25L WILHELMSEN/571331;22,99
16025868;TESTE CONCENTR DUREZ WILHELMSEN/755779;319
16025869;REAGENTE PA PO EMB 60G WILHELMSEN/555680;240
16025870;TESTE CONCENTR FOSFAT WILHELMSEN/555573;891,7
16025871;TESTE CONCENTR CLORET WILHELMSEN/739458;501,27
16025872;TESTE CJ AGUA UNID WILHELMSEN/739490;2235
16025873;TESTE CJ AGUA UNID WILHELMSEN/555490;1345
16025874;TESTE CJ AGUA UNID WILHELMSEN/739482;3389
16025875;MEDIDOR MULTIF BNC WILHELMSEN/777079;8790
16027097;IN. CORRO GUARD OG 232B 1000L**NÃO USAR*;336000
16027105;SOLUCAO AC P/LIMP ROMILDACIDCLEANER25L;8987,5
16027126;INIBIDOR DORF KETAL/GUARDIANOG232B1000L;96000
16027773;SOLUCAO P/TRAT CALD WILHELMSEN/777712;11250
16028147;DESINCRUSTANTE PO WILHELMSEN/GAMAZYMETDS;910
16028174;SOLUCAO AC P/LIMP LIQ WILHELMSEN/571679;1675
16028247;ACIDO ACETIC GLAC PA REPCLEANHAC75GRANEL;13,05
16028259;DESINCRUSTANTE PO WILHELMSEN/587055;1276
16028807;TUBULACAO P/TRANSM ASHCROFT/451A10801;44,24
16028808;TUBULACAO P/TRANSM ASHCROFT/451A10803;84,92
16028941;MEDIDOR MULTIF P/LAB WILHELMSEN/607801;3137,32
16028942;ANALISE FISICO-QUIMICA CJ UNITOR/773156;2087,68
16028943;REAGENTE P/CLOR LIVR WILHELMSEN/777934;466,84
16028948;INIBIDOR INCRUST LIQ WILHELMSEN/777716;2398,75
16028949;DETERGENTE ANTIOXID WILHELMSEN/571661;1349
16028950;BISSULFITO SOD PA LIQ WILHELMSEN/777852;928,75
16028951;SOLUCAO ALC P/LIMP LIQ WILHELMSEN/777718;0
16028952;SOLUCAO AC P/LIMP LIQ WILHELMSEN/777715;0
16028953;BIOCIDA LIQ AM CL WILHELMSEN/779082;129,43
16028954;TESTE CJ AGUA UNID WILHELMSEN/739466;1664,37
16028955;TESTE CONCENTR NITR WILHELMSEN/555623;368,4
16028956;TESTE CJ REAG OLEO ALC WILHELMSEN/632406;876,98
16028957;HIPOCLORITO SOD WILHELMSEN/909001;9,84
16028958;ANTIESPUMANTE LIQ AGUA WILHELMSEN/661843;80,16
16028959;DESENGRAXANTE SOLV MIN LIQ UNITOR/777708;799,25
16028960;SOLUCAO P/TRAT CALD AM WILHELMSEN/698712;61,7
16028961;ANTICORROSIVO LIQ WILHELMSEN/777714;0
16028977;REAGENTE PA NITR PAST WILHELMSEN/555631;344,27
16028978;TESTE CONT RAP PLAC WILHELMSEN/568568;460,92
16028979;COMPARADOR COLORIMET WILHELMSEN/555565;353,35
16028980;TESTE CJ AGUA O2 WILHELMSEN/698948;2413,68
16028981;TESTE CJ AGUA O2 WILHELMSEN/698761;709,12
16028986;TESTE ANALIS PH FIT WILHELMSEN/555706;845
16028987;REAGENTE PA PAST WILHELMSEN/698753;668,26
16028988;SOLUCAO PADR AGUA LIQ WILHELMSEN/568683;1030,83
16028989;SOLUCAO PADR P/CALIBR WILHELMSEN/568691;197,77
16028990;INIBIDOR INCRUST LIQ WILHELMSEN/571364;994,5
16028991;LIMPADOR SUPERF USO GERAL LIQ EMB 25L;55,35
16028992;ADITIVO P/OLEO COMB WILHELMSEN/779094;87,64
16028993;ADITIVO P/OLEO COMB WILHELMSEN/779090;3480,29
16028994;TESTE CJ ALC WILHELMSEN/773154;12976,32
16028995;TESTE CJ AGUA UNID WILHELMSEN/777074;2860,03
16028996;SOLUCAO TAMP PAST 7-10 WILHELMSEN/729632;336,12
16029234;LIMPADOR P/CONDICION AR BIODEGR 764417;2437,66
16029268;DESCARBONIZANTE DEST PETR SUN/CAR80300ML;44,56
16029291;RECIPIENTE CRIOGEN N2 METAL CRYO/YDS20;0
16029298;SODA CAUSTIC ESC BR NOBEL/BRADOC1KG;61,82
16029367;LIXEIRA CIL PP BR 730X590MM 100L S/LOG;120
16029368;COLETOR COPO DESCART 300COPO PS JSN/LE17;96,25
16029369;PLACA SINAL PP 645X270X310MM PISO MOLH;128,52
16029380;PASTILHA DALAI/PASTILHABACTERAROMAROXA;0
16029427;SOLUCAO ALC P/LIMP LIQ VD UNITOR/607819;59,63
16029520;CLARIFICANTE LIQ CHAMPIONX/CLAR16036A15;0
16029521;CLARIFICANTE LIQ CHAMPIONX/CLAR16489A15;0
16029530;CLARIFICANTE LIQ CHAMPIONX/CLAR17794A15;7364,64
16029658;FRASCO CJ P/AMOST 24 FRASC POLYTEC/SAM30;0
16030354;DESENGRAXANTE LIQ SUTAXPOWERCLEANING5L;199,69
16030740;DESENGRAXANTE AGUA VCI/MVAQUA200VDL200L;0
16030741;DESENGRAXANTE AGUA VCI/MVAQUA200VDL20L;0
16030742;INIBIDOR LIQ AM 8,3 VCI/MVAQUA250200L;241,97
16030743;INIBIDOR LIQ AM 8,3 20L VCI/MVAQUA25020L;0
16030744;INIBIDOR LIQ AM VCI/MVAQUA350200L;0
16030745;DECAPANTE ACID FOSF LIQ VCI/LQS500200L;0
16030746;DECAPANTE ACID FOSF LIQ VCI/LQS50020L;0
16030770;INIBIDOR LIQ AM 20L VCI/MVAQUA35020L;0
16030781;BIORREMEDIADOR LIQ BIOL2000LIQUIDO1KG;249
16033095;INIBIDOR DE CORROSÃO INHICOREP 3200BR;0
16033137;ADITIVO P/COMB BARDAHL/FLEX200ML;42
16033689;DESINCRUSTANTE LIQ WILHELMSEN/628026;84,17
16034153;TANQUE P/TRANSP TIGER RENTANK/DPC1000L;0
16034493;FLOCULANTE LIQ SPECTRAFLOCSPC698GRANEL;0
16034494;CLARIFICANTE LIQ TRETOLITERBW405GRANEL;0
16034506;MISTURA DERYPOL/PERDEOILWC53201000L;0
16034507;COAGULANTE SNF/PERDEFLOCDTC482;0
16034508;FLOCULANTE SNF/PERDEFLOCAE130200L;0
DNC-FLU-000001;POTASSIUM CHLORIDE SALT 94-97% / 1000KG;0
DNC-FLU-000002;SODIUM CHLORIDE SALT / BIG BAG 1T;0
DNC-FLU-000003;SODIUM CHLORIDE SALT / BAG 25 KG;0
DNC-FLU-000004;CALCIUM CARBONATE 65µ-BRIDG AGENT/1000KG;0
DNC-FLU-000005;CALCIUM CHLORIDE SALT 94-97 % / 1000KG;0
DNC-FLU-000006;CALCIUM CHLORIDE SALT 94-97 % / 25KG;0
DNC-FLU-000007;4.2 SG BARITE API / 1000KG;0
DNC-FLU-000008;OCMA GRADE BENTONITE / 1000KG;0
DNC-FLU-000009;CALCIUM HYDROXYDE LIME / 25KG;0
DNC-FLU-000010;CALCIUM HYDROXYDE LIME / 1000KG;0
DNC-FLU-000011;HEC VISCOSIFIER / CAN 18KG;0
DNC-FLU-000012;GUAR GUM VISCOSIFIER / 25KG;0
DNC-FLU-000013;WYOMING BENTONITE / 25KG;0
DNC-FLU-000014;SODIUM BICARBONATE / 25KG;707
DNC-FLU-000015;FORMIC ACID 85% / 1150KG;0
DNC-FLU-000016;CAUSTIC SODA FLAKES / 25KG;0
DNC-FLU-000017;POTASSIUM CHLORIDE SALT 94-97% / 25KG;0
DNC-FLU-000018;CALCIUM CARBONATE 15µ-BRIDG AGENT/1000KG;0
DNC-FLU-000019;CALCIUM CARBONATE 40µ-BRIDG AGENT/1000KG;0
DNC-FLU-000020;PERTREAT WO, 1000L;0
DNC-FLU-000021;PERCLAY TREAT, 1000L;0
PRC-ACI-000001;ACETIC ACID /205L (215KG);0
PRC-ACI-000002;ACETIC ACID /953L (1000KG);0
PRC-ACI-000003;HYDROCHLORIC ACID 30% SOL. /207L (240KG);0
PRC-ACI-000004;HYDROCHLORIC ACID 30% SOL. /978L(1135KG);0
PRC-ACI-000005;HYDROCHLORIC ACID MIN.32% /197L (230KG);0
PRC-ACI-000006;HYDROCHLORIC ACID MIN.32% /932L (1090KG);0
PRC-ACI-000007;NON EMULSIFIER NE 220 LIQUID /200L;0
PRC-ACI-000008;SURFACTANT DMA 748 LIQUID /200L;0
PRC-ACI-000009;EMULSIFIER EA 800 LIQUID /200L;0
PRC-ACI-000010;DEMINERALIZED WATER /(1000KG);0
PRC-ACI-000011;IRON CONTROL EDAT E39 LIQUID /(1000KG);0
PRC-ACI-000012;SURFACTANT MA844W LIQUID /200L;0
PRC-ACI-000013;IRON CONTROL IKC 50 LIQUID /200L;0
PRC-ACI-000014;CORROSION INHIBITOR LIQUID ACI 130 /200L;0
PRC-ACI-000015;BASOCORR PP /(60KG);0
PRC-ACI-000016;DIVERTER BENZOIC ACID /(25KG);0
PRC-ACI-000017;IRON CONTROL ERYTHORBIC ACID /(25KG);0
PRC-ACI-000018;IRON CONTROL CITRIC ACID /(25KG);0
PRC-ACI-000019;TRIETHYLENE GLYCOL - TEG /1004L (1130KG);0
PRC-ACI-000020;HYDROCHLORIC ACID 33% /220L (230KG);0
